STuff1,Date,Stuff2,Stuff3,,,,,,
1344 ImVbS mint xxx alShash ,308, 1.83 f ,840,,,,,,
1345 ImVbS Samarqand ,304, 1.17 f ,719,,,,,,
1346 ImVbS Samarqand ,304, 0.84 f ,700,,,,,,
1347 ImVbS Shash al- omitted ,323,3.84,1384,,,,,,
1348 ImVbS al¬Shash ,310,2.88,107,,,,,,
1349 ImVbS Bukhara ,335,2.27,530,,,,,,
1350 ImVbS Samarqand ,310, 323 S1382  , 3.06 f ,972,,,,,
,0,,,,,,,,
OFFICIAL VOLGA BULGAR ISSUES,0,,,,,,,,
`Abdallah b. Mika,0,,,,,,,,
1351 VbB Bulghar ,346, , 1.84 f , 1220. Rev: al¬Mustakfi billah/`Abdalmalik b Mika.,,,,,
,0,,,,,,,,
Talib b. Ahmad,0,,,,,,,,
1352 VbS Suwar ,338,3.65, 0087. Rev: alMustakfi billah/ Talib b Ahmad.,,,,,,
1353 VbS Suwar ,338, 2.03 c ,254,,,,,,
1354 VbS Suwar ,338, 1.89 f ,1351,,,,,,
1355 VbS Suwar ,338, 1.88 f ,1361,,,,,,
1356 VbS Suwar ,338, 1.67 f ,1010,,,,,,
1357 VbS Suwar ,338, 1.61 f ,819,,,,,,
1358 VbS Suwar ,338, 1.44 f ,1152,,,,,,
1359 VbS Suwar ,338, 0.89 f ,1201,,,,,,
1360 VbS Suwar ,0, 341 S0781  , 1.77 f , 1330. Rev: alMustakfi billah/Talib b Ahmad.,,,,,
1361 VbS Suwar ,0, 341 S0781  , 1.05 f ,1319,,,,,
,0,,,,,,,,
`Abdallah b Tegin,0,,,,,,,,
1362 VbS Suwar ,0, 3.65 e , 1109. Rev: L/M/`Abdallah/b Takin.,,,,,,
1363 VbS Suwar ,0, 2.56 f ,649,,,,,,
,0,,,,,,,,
UNKNOWN DYNASTY,0,,,,,,,,
1364 dyn dynastymint301-331   ,0,780,,,,,,,
1365 dyn dynasty weakly str. ,32050,3.23,611,,,,,,
1366 dyn dynasty weakly str. ,32050,2.86,614,,,,,,
1367 dyn dynasty weakly str. ,32050, 1.04 f ,1139,,,,,,
1368 dyn dynasty weakly str. ,32050, 0.98 f ,617,,,,,,
1369 dyn dynasty weakly str. ,32050, 0.96 f ,615,,,,,,
1370 dyn dynasty weakly str. ,32050, 0.88 f ,1159,,,,,,
,0,,,,,,,,
UNSTRUCK FLANS,0,,,,,,,,
1371 blank1 unstruck flan datable ,25979,2.49,14,,,,,,
1372 blank2 unstruck flan datable ,330, 3.44 fg ,1051,,,,,,
1373 blank2 unstruck flan datable ,330,2.39,612,,,,,,
1374 blank2 unstruck flan datable ,330, 1.85 f ,833,,,,,,
1375 blank2 unstruck flan datable ,330, 1.79 f ,769,,,,,,
1376 blank2 unstruck flan datable ,330, 1.69 f ,618,,,,,,
1377 blank2 unstruck flan datable ,330, 1.11 f ,739,,,,,,
BYZANTINE EMPIRE,0,,,,,,,,
1378 By Konstantinopel ,94559,2.78,15,,,,,,
